,Name,Price,G3D Mark,Value,G2D Mark,TDP (W),Power Perf.,Test Date,Category,URL,Prices,Release Date
,Quadro GV100,Last Price Change:  $8999 USD (2018-03-27),"19,325",2.15,913,250,77.30,Mar 2018,Workstation,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+GV100&id=3919#price,"[('1522130400000', '8999')]",1522130400000
,Quadro RTX 6000,Last Price Change:  $6300 USD (2018-08-13),"19,150",3.04,811,295,64.91,Nov 2018,Workstation,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+RTX+6000&id=4015#price,"[('1534140000000', '6300')]",1534140000000
,Quadro M6000,Last Price Change:  $4827.53 USD (2022-09-06),"11,832",2.45,745,250,47.33,Jan 2015,Workstation,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+M6000&id=3106#price,"[('1428732000000', '4999'), ('1435384800000', '3687.55'), ('1436508000000', '6133'), ('1462687200000', '4999'), ('1462773600000', '4987.51'), ('1465538400000', '4983.49'), ('1466575200000', '4819.99'), ('1466661600000', '4808.49'), ('1468130400000', '4899.95'), ('1468476000000', '4889.95'), ('1468648800000', '4789.99'), ('1469253600000', '4689.99'), ('1469772000000', '4499.99'), ('1472104800000', '4695'), ('1473487200000', '4739'), ('1474264800000', '4739'), ('1474524000000', '4999'), ('1475215200000', '4998'), ('1475733600000', '4969.98'), ('1475820000000', '4941.71'), ('1475906400000', '4941.69'), ('1475992800000', '4919.99'), ('1476079200000', '4919.97'), ('1476165600000', '4822.04'), ('1476252000000', '4691.65'), ('1476338400000', '4711.41'), ('1476511200000', '4739.04'), ('1476597600000', '4797.01'), ('1476770400000', '4739.04'), ('1476943200000', '4797.01'), ('1477288800000', '4691.65'), ('1477375200000', '4797.01'), ('1477634400000', '2899.99'), ('1478066400000', '4790'), ('1478152800000', '4797.01'), ('1478239200000', '4499.99'), ('1478674800000', '4739.04'), ('1478761200000', '4770.93'), ('1478847600000', '3835'), ('1478934000000', '4799'), ('1479366000000', '4790.48'), ('1479538800000', '4799'), ('1479625200000', '4999'), ('1479798000000', '4799'), ('1480489200000', '4999'), ('1480748400000', '4899'), ('1484118000000', '4849'), ('1484550000000', '4848'), ('1484722800000', '4520'), ('1485327600000', '4520.99'), ('1485414000000', '4199.99'), ('1490248800000', '4529'), ('1491372000000', '4520.99'), ('1491458400000', '4529'), ('1492063200000', '4849'), ('1492236000000', '2999.95'), ('1492495200000', '2499.95'), ('1492668000000', '4529'), ('1493704800000', '4520.99'), ('1497160800000', '4049.99'), ('1498024800000', '4518'), ('1498456800000', '3999.99'), ('1498543200000', '3998.99'), ('1498629600000', '4518'), ('1498716000000', '3998.99'), ('1498802400000', '3254.99'), ('1499493600000', '4520.99'), ('1499580000000', '3998'), ('1500098400000', '2250'), ('1501826400000', '4049.99'), ('1502344800000', '3254.99'), ('1502604000000', '4520.48'), ('1502863200000', '3999'), ('1503295200000', '2250'), ('1505109600000', '4139'), ('1505628000000', '4499.99'), ('1505887200000', '3999.89'), ('1506060000000', '4520.99'), ('1506232800000', '4199.99'), ('1506578400000', '3999.89'), ('1507010400000', '4489.99'), ('1507183200000', '4499.99'), ('1509861600000', '4520.99'), ('1510210800000', '3999'), ('1510729200000', '4299.99'), ('1511420400000', '4499.99'), ('1511593200000', '4985'), ('1511679600000', '4848.99'), ('1512111600000', '4299.99'), ('1512457200000', '3999'), ('1512716400000', '4848.99'), ('1512975600000', '4849'), ('1513234800000', '4848.99'), ('1514876400000', '2600'), ('1514962800000', '4171.5'), ('1526277600000', '3998'), ('1533016800000', '2438'), ('1535004000000', '2399.98'), ('1535090400000', '2398'), ('1539151200000', '2399.98'), ('1540533600000', '2999'), ('1540706400000', '2975'), ('1540792800000', '2825'), ('1544079600000', '4829'), ('1548054000000', '2850'), ('1549609200000', '2499'), ('1552114800000', '2850'), ('1553925600000', '2899'), ('1566540000000', '2399'), ('1583820000000', '1059.32'), ('1584079200000', '1054.03'), ('1608534000000', '1599.99'), ('1610262000000', '1542.47'), ('1610434800000', '1599.99'), ('1620885600000', '1182'), ('1621663200000', '1595'), ('1621749600000', '1182'), ('1621922400000', '942'), ('1630648800000', '1659'), ('1630821600000', '1595'), ('1637391600000', '1644.61'), ('1639724400000', '1388.49'), ('1640156400000', '1388.48'), ('1640329200000', '1388.49'), ('1650002400000', '1099.98'), ('1662444000000', '4827.53')]",1428732000000
,Quadro RTX 8000,Last Price Change:  $4741.49 USD (2020-02-11),"19,791",4.17,859,260,76.12,Mar 2019,Workstation,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+RTX+8000&id=4061#price,"[('1534140000000', '9999'), ('1581404400000', '4741.49')]",1534140000000
,RTX A6000,Last Price Change:  $4669.99 USD (2023-04-06),"22,607",4.84,885,300,75.36,Jan 2021,Workstation,https://www.videocardbenchmark.net/gpu.php?gpu=RTX+A6000&id=4337#price,"[('1630821600000', '4999'), ('1650780000000', '4899.99'), ('1651212000000', '4999.99'), ('1659679200000', '4949.99'), ('1663221600000', '4899'), ('1664604000000', '4693.98'), ('1665468000000', '4813.98'), ('1665554400000', '4693.98'), ('1665640800000', '4809.13'), ('1666332000000', '4689.99'), ('1667455200000', '4693.99'), ('1667977200000', '4689.99'), ('1668063600000', '4792.33'), ('1668150000000', '4796.97'), ('1668236400000', '4693.98'), ('1668322800000', '4693.99'), ('1668841200000', '4499.99'), ('1670482800000', '4693.98'), ('1671001200000', '4689.99'), ('1674889200000', '4689.99'), ('1675494000000', '4693.98'), ('1676012400000', '4703.98'), ('1676098800000', '4703.99'), ('1676185200000', '4693.98'), ('1676271600000', '4693.99'), ('1676530800000', '4689.99'), ('1676617200000', '4689.99'), ('1679378400000', '4693.98'), ('1679896800000', '4673.98'), ('1680760800000', '4669.99')]",1630821600000
,Tesla T4,Last Price Change:  $4646.99 USD (2023-02-20),"10,757",2.31,576,NA,NA,Jun 2020,Unknown,https://www.videocardbenchmark.net/gpu.php?gpu=Tesla+T4&id=4211#price,"[('1617688800000', '2790.18'), ('1617775200000', '2780.18'), ('1619589600000', '3553.99'), ('1619762400000', '3463.66'), ('1620712800000', '4513.98'), ('1620885600000', '3571.99'), ('1621749600000', '3463.66'), ('1621922400000', '2323.46'), ('1622527200000', '3537.99'), ('1623132000000', '3520.99'), ('1623391200000', '3481.05'), ('1623823200000', '3450.99'), ('1623909600000', '2351.99'), ('1623996000000', '2377.99'), ('1624600800000', '3443.99'), ('1625292000000', '3481.05'), ('1625724000000', '3633.98'), ('1625983200000', '3443.99'), ('1626933600000', '3603.98'), ('1630130400000', '2339.99'), ('1630216800000', '2336.99'), ('1630648800000', '2341.99'), ('1630821600000', '2352.99'), ('1631080800000', '3426.99'), ('1631167200000', '2338.99'), ('1631772000000', '3444.99'), ('1632376800000', '3463.66'), ('1632636000000', '3492.99'), ('1633154400000', '3510.99'), ('1634104800000', '3493.99'), ('1636005600000', '3509.99'), ('1636092000000', '4033.98'), ('1636354800000', '4353.98'), ('1637391600000', '2148.51'), ('1638342000000', '4262.66'), ('1638514800000', '4353.98'), ('1639724400000', '2164.99'), ('1639810800000', '2214.97'), ('1640329200000', '2164.91'), ('1640761200000', '4373.98'), ('1641711600000', '4262.66'), ('1642402800000', '4353.98'), ('1643180400000', '4373.98'), ('1643353200000', '4436.65'), ('1643698800000', '4373.98'), ('1644303600000', '4573.98'), ('1646895600000', '4080.99'), ('1647496800000', '4573.98'), ('1648620000000', '2161.63'), ('1649224800000', '4565.99'), ('1649570400000', '2149'), ('1650002400000', '2191.99'), ('1650952800000', '4853.98'), ('1652853600000', '4823.98'), ('1653026400000', '4723.98'), ('1653112800000', '4623.98'), ('1653199200000', '4523.98'), ('1653285600000', '4423.98'), ('1653372000000', '4265.86'), ('1653458400000', '4165.86'), ('1653544800000', '4086.93'), ('1653631200000', '3986.93'), ('1653717600000', '3886.93'), ('1653804000000', '3786.93'), ('1653890400000', '3686.93'), ('1653976800000', '3577.04'), ('1654063200000', '3477.04'), ('1654149600000', '3610.89'), ('1654581600000', '3595.29'), ('1654668000000', '3495.29'), ('1654754400000', '3437.23'), ('1654840800000', '3337.23'), ('1654927200000', '3237.23'), ('1655013600000', '3137.23'), ('1655100000000', '3037.23'), ('1655186400000', '2936.69'), ('1655272800000', '2836.69'), ('1655359200000', '3964.96'), ('1655791200000', '3923.09'), ('1655877600000', '3823.09'), ('1655964000000', '4587.12'), ('1656396000000', '4495.38'), ('1656568800000', '4405.61'), ('1656655200000', '4305.61'), ('1656741600000', '4205.61'), ('1656828000000', '4105.61'), ('1656914400000', '4005.61'), ('1657000800000', '3905.61'), ('1657087200000', '3802.01'), ('1657173600000', '3627.82'), ('1657260000000', '3527.82'), ('1657346400000', '3427.82'), ('1657432800000', '3327.82'), ('1657519200000', '3227.82'), ('1657605600000', '3132.54'), ('1657692000000', '3032.54'), ('1657778400000', '3007.46'), ('1657864800000', '2907.46'), ('1657951200000', '2807.46'), ('1658037600000', '2707.46'), ('1658124000000', '2607.46'), ('1658210400000', '2436.2'), ('1658296800000', '2336.2'), ('1658383200000', '2284.53'), ('1658469600000', '2192.59'), ('1658556000000', '2190.43'), ('1658642400000', '2190.38'), ('1658728800000', '4581.07'), ('1658815200000', '4581.01'), ('1661148000000', '4546.37'), ('1661320800000', '4937.35'), ('1661407200000', '4940.55'), ('1661580000000', '4891.97'), ('1661925600000', '4742.82'), ('1662098400000', '4753.86'), ('1662184800000', '4855.81'), ('1662357600000', '4529.75'), ('1662444000000', '4855.81'), ('1662703200000', '4742.82'), ('1662789600000', '4729.28'), ('1663048800000', '4650.29'), ('1663567200000', '4855.81'), ('1664258400000', '4447.69'), ('1664431200000', '4460.56'), ('1664690400000', '4463.37'), ('1664776800000', '4855.81'), ('1665381600000', '4458.94'), ('1665900000000', '4462.82'), ('1666504800000', '4464.49'), ('1667977200000', '4468.27'), ('1669705200000', '4453.06'), ('1670396400000', '3785.1'), ('1670655600000', '3217.34'), ('1670828400000', '2811.76'), ('1671001200000', '4456.43'), ('1671087600000', '4453.44'), ('1671174000000', '4456.54'), ('1672210800000', '4458.18'), ('1674975600000', '4466.53'), ('1676098800000', '4466.13'), ('1676876400000', '4646.99')]",1617688800000
,GRID K2,Last Price Change:  $4449.99 USD (2022-11-13),"2,737",0.61,319,NA,NA,Aug 2013,Workstation,https://www.videocardbenchmark.net/gpu.php?gpu=GRID+K2&id=2616#price,"[('1383548400000', '4900'), ('1394175600000', '3799.75'), ('1403676000000', '3199'), ('1408773600000', '3799.75'), ('1411192800000', '2950'), ('1421823600000', '3799.75'), ('1422601200000', '2950'), ('1423810800000', '3799.75'), ('1423897200000', '2950'), ('1432879200000', '8472.1'), ('1433916000000', '2950'), ('1436594400000', '6477.99'), ('1438063200000', '2780'), ('1438840800000', '2795'), ('1439791200000', '2950'), ('1441173600000', '2795'), ('1441260000000', '2950'), ('1442296800000', '2795'), ('1449903600000', '2625'), ('1451977200000', '2495'), ('1452582000000', '3139.99'), ('1452668400000', '2495'), ('1454223600000', '5865.77'), ('1454482800000', '3139.99'), ('1454569200000', '2495'), ('1455951600000', '3499.99'), ('1456988400000', '2495'), ('1458194400000', '3499.99'), ('1458280800000', '2495'), ('1458712800000', '3999'), ('1458972000000', '2495'), ('1459922400000', '3999'), ('1460008800000', '2495'), ('1460095200000', '3999'), ('1463032800000', '5668.45'), ('1463637600000', '2450'), ('1464847200000', '1995'), ('1469944800000', '5865.99'), ('1476511200000', '3734.7'), ('1476856800000', '1995'), ('1477029600000', '5222'), ('1478325600000', '3734.7'), ('1478502000000', '4900'), ('1478674800000', '2450'), ('1479452400000', '2425'), ('1479625200000', '2450'), ('1482908400000', '1995'), ('1482994800000', '2400'), ('1485414000000', '2475'), ('1486537200000', '2411.37'), ('1486623600000', '2475'), ('1488006000000', '2875'), ('1491544800000', '2750'), ('1491890400000', '3734.7'), ('1493532000000', '2900'), ('1493704800000', '2875'), ('1493964000000', '2875'), ('1494396000000', '2799'), ('1495864800000', '2750'), ('1496815200000', '2799'), ('1497074400000', '2750'), ('1497592800000', '2799'), ('1497679200000', '2750'), ('1498802400000', '2700'), ('1500530400000', '2530.09'), ('1501221600000', '2502.29'), ('1502172000000', '2475'), ('1502258400000', '2474.8'), ('1502431200000', '2399.79'), ('1503122400000', '2375.29'), ('1503295200000', '2475'), ('1503640800000', '1950'), ('1505196000000', '1925'), ('1508824800000', '1706.7'), ('1508997600000', '1689.8'), ('1509170400000', '1666.14'), ('1509429600000', '1925'), ('1509516000000', '1781.44'), ('1509688800000', '1767.2'), ('1510210800000', '1753.08'), ('1510902000000', '1739.08'), ('1511334000000', '1925'), ('1511679600000', '2595'), ('1511766000000', '1925'), ('1512111600000', '1638.72'), ('1512198000000', '1621.51'), ('1512630000000', '1604.49'), ('1512889200000', '1587.64'), ('1513407600000', '1570.96'), ('1514098800000', '1549'), ('1514617200000', '1442.29'), ('1514962800000', '1549'), ('1519887600000', '1750'), ('1519974000000', '1745'), ('1520060400000', '1738'), ('1520146800000', '1728'), ('1524290400000', '1499'), ('1524549600000', '1495'), ('1527832800000', '1475'), ('1528437600000', '1479'), ('1529128800000', '1475'), ('1530511200000', '1479'), ('1530770400000', '1477'), ('1532412000000', '1455'), ('1532584800000', '1401'), ('1532757600000', '1378'), ('1535522400000', '1199'), ('1535608800000', '1178'), ('1535695200000', '1177'), ('1536818400000', '970.1'), ('1537336800000', '956.53'), ('1537596000000', '943.15'), ('1537941600000', '929.97'), ('1538200800000', '1177'), ('1538373600000', '654.82'), ('1538546400000', '649.59'), ('1538805600000', '644.4'), ('1539410400000', '639.26'), ('1540879200000', '632.55'), ('1541138400000', '1177'), ('1544252400000', '538.86'), ('1544425200000', '498.52'), ('1544511600000', '538.86'), ('1544684400000', '532.13'), ('1544857200000', '1177'), ('1545116400000', '1199'), ('1545202800000', '532.13'), ('1545289200000', '525.49'), ('1545375600000', '1199'), ('1546153200000', '1177'), ('1552543200000', '899'), ('1562392800000', '896'), ('1562824800000', '878'), ('1564466400000', '1735'), ('1564552800000', '1635'), ('1565589600000', '878'), ('1565676000000', '1635'), ('1565935200000', '1535'), ('1568181600000', '1655'), ('1577689200000', '995'), ('1581058800000', '649.02'), ('1581145200000', '995'), ('1581490800000', '649.02'), ('1581663600000', '585.21'), ('1581750000000', '582.27'), ('1583391600000', '579.36'), ('1583820000000', '289.99'), ('1599199200000', '3638.94'), ('1599285600000', '3628.27'), ('1599458400000', '4343.67'), ('1600668000000', '4341.43'), ('1601272800000', '4111.93'), ('1602655200000', '4149.36'), ('1603605600000', '4188.39'), ('1604473200000', '4219.53'), ('1605337200000', '4177.22'), ('1606546800000', '4197.14'), ('1607842800000', '4239.9'), ('1609052400000', '4209.28'), ('1610348400000', '4222.31'), ('1612249200000', '4219.79'), ('1613631600000', '4222.31'), ('1614841200000', '4282.83'), ('1616133600000', '4282.84'), ('1617516000000', '4299.54'), ('1619589600000', '4296.41'), ('1620885600000', '4239.44'), ('1622181600000', '4243.11'), ('1623391200000', '4246.58'), ('1625119200000', '4295.75'), ('1626242400000', '4230.46'), ('1628661600000', '4243.56'), ('1630044000000', '4237.75'), ('1631772000000', '4265.49'), ('1634450400000', '4226.26'), ('1635746400000', '4244.95'), ('1638514800000', '4231.31'), ('1640329200000', '1294.99'), ('1644908400000', '4339.73'), ('1646031600000', '4372.46'), ('1647842400000', '4438.06'), ('1648274400000', '4422.98'), ('1651298400000', '4449.99'), ('1651730400000', '4412.65'), ('1651816800000', '4416.74'), ('1652421600000', '4449.99'), ('1665727200000', '4383.73'), ('1668322800000', '4449.99')]",1383548400000
,Quadro 6000,Last Price Change:  $4092.38 USD (2022-04-12),"2,691",0.66,442,204,13.19,Oct 2010,Workstation,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+6000&id=1554#price,"[('1299567600000', '3799.99'), ('1300514400000', '3999.99'), ('1300773600000', '3799.99'), ('1302760800000', '3999.99'), ('1303884000000', '3799.99'), ('1319608800000', '3999.99'), ('1322722800000', '3899.99'), ('1324623600000', '3999.99'), ('1327647600000', '3998'), ('1346133600000', '3998'), ('1358406000000', '3658.99'), ('1361343600000', '3848.99'), ('1361430000000', '3750.99'), ('1367647200000', '3658.99'), ('1374904800000', '3648.99'), ('1394175600000', '1850'), ('1400047200000', '2389.89'), ('1400652000000', '1850'), ('1400911200000', '2389.89'), ('1403848800000', '1850'), ('1404540000000', '1789'), ('1405663200000', '1599'), ('1406008800000', '4076.99'), ('1406872800000', '1499'), ('1407391200000', '999.99'), ('1409724000000', '899.99'), ('1411020000000', '1099.99'), ('1411192800000', '1495'), ('1412143200000', '1199.89'), ('1416985200000', '1399.99'), ('1423810800000', '1499'), ('1423897200000', '1399.99'), ('1425538800000', '3747.99'), ('1433311200000', '2200'), ('1433570400000', '995'), ('1441951200000', '947.98'), ('1442124000000', '995'), ('1442296800000', '1499'), ('1442815200000', '947.98'), ('1444370400000', '724.84'), ('1444802400000', '709.05'), ('1445061600000', '701.12'), ('1445148000000', '647.41'), ('1447657200000', '640.02'), ('1449126000000', '947.5'), ('1449644400000', '984.9'), ('1451890800000', '995'), ('1452063600000', '984.9'), ('1452150000000', '995'), ('1452236400000', '984.9'), ('1452409200000', '995'), ('1458626400000', '893.95'), ('1460613600000', '872.95'), ('1463032800000', '673.04'), ('1463551200000', '665.67'), ('1465365600000', '895'), ('1466143200000', '988.65'), ('1466316000000', '1038'), ('1466402400000', '988.65'), ('1466575200000', '895'), ('1466748000000', '925'), ('1466834400000', '895'), ('1466920800000', '669.75'), ('1468216800000', '845.75'), ('1469167200000', '848.25'), ('1469426400000', '898.99'), ('1469512800000', '848.25'), ('1469858400000', '606.1'), ('1470117600000', '612.13'), ('1470376800000', '898.99'), ('1470636000000', '1038'), ('1470722400000', '848.25'), ('1470981600000', '807.3'), ('1472104800000', '869.98'), ('1472191200000', '807.3'), ('1472277600000', '869.98'), ('1473314400000', '807.3'), ('1473400800000', '848.25'), ('1475042400000', '845.95'), ('1476338400000', '925'), ('1476684000000', '845.95'), ('1476943200000', '515'), ('1482303600000', '845.95'), ('1482822000000', '895'), ('1483426800000', '848.25'), ('1483772400000', '895'), ('1483858800000', '848.25'), ('1484290800000', '699'), ('1484636400000', '848.25'), ('1484722800000', '895'), ('1484809200000', '925'), ('1485068400000', '1020.7'), ('1485759600000', '819.75'), ('1486364400000', '1020.7'), ('1486796400000', '925'), ('1487487600000', '819.75'), ('1488438000000', '750'), ('1489644000000', '819.75'), ('1490335200000', '842.75'), ('1490940000000', '699'), ('1491631200000', '567.56'), ('1491976800000', '549.95'), ('1492063200000', '488.23'), ('1492236000000', '482.89'), ('1492495200000', '492.49'), ('1492754400000', '477.62'), ('1493100000000', '450'), ('1494482400000', '421'), ('1494914400000', '437.69'), ('1495519200000', '450'), ('1496728800000', '421'), ('1498111200000', '420'), ('1498197600000', '412.41'), ('1499493600000', '354.23'), ('1499752800000', '363.3'), ('1499839200000', '359.34'), ('1500444000000', '420'), ('1502863200000', '499.99'), ('1502949600000', '420'), ('1503295200000', '415'), ('1503813600000', '420'), ('1504936800000', '925'), ('1505023200000', '499.99'), ('1505196000000', '420'), ('1510642800000', '599.98'), ('1512543600000', '1020.7'), ('1513234800000', '761.1'), ('1514358000000', '895'), ('1515135600000', '545'), ('1516604400000', '590'), ('1516863600000', '545'), ('1517295600000', '590'), ('1517382000000', '545'), ('1518073200000', '528.2'), ('1518246000000', '523.99'), ('1518418800000', '534.68'), ('1518505200000', '545'), ('1518850800000', '590'), ('1520060400000', '895'), ('1520920800000', '545'), ('1521439200000', '895'), ('1522389600000', '599.98'), ('1522821600000', '925'), ('1523340000000', '599.98'), ('1523426400000', '545'), ('1525672800000', '529.75'), ('1526018400000', '529.5'), ('1529215200000', '499.89'), ('1529301600000', '509'), ('1529992800000', '425'), ('1531548000000', '799'), ('1533708000000', '435.99'), ('1533794400000', '424.99'), ('1533880800000', '422.99'), ('1534312800000', '449.99'), ('1535263200000', '422.99'), ('1535436000000', '421.99'), ('1535522400000', '420.99'), ('1536386400000', '425'), ('1536645600000', '420.99'), ('1538719200000', '449.99'), ('1538805600000', '420.99'), ('1539237600000', '419.99'), ('1539324000000', '418.99'), ('1541138400000', '337.57'), ('1541574000000', '334.88'), ('1541833200000', '318.19'), ('1542092400000', '334.88'), ('1542178800000', '332.21'), ('1542956400000', '329.56'), ('1543388400000', '406.99'), ('1543474800000', '326.11'), ('1544166000000', '322.7'), ('1544425200000', '298.57'), ('1544511600000', '367.42'), ('1544598000000', '356.32'), ('1544684400000', '351.86'), ('1545116400000', '396.99'), ('1545202800000', '394.99'), ('1545462000000', '389.99'), ('1547017200000', '384.99'), ('1547190000000', '379.99'), ('1547535600000', '374.99'), ('1547622000000', '369.99'), ('1548745200000', '364.99'), ('1548831600000', '359.99'), ('1548918000000', '354.99'), ('1549004400000', '349.99'), ('1549350000000', '449.99'), ('1549436400000', '344.99'), ('1549522800000', '449.99'), ('1549868400000', '389.99'), ('1550559600000', '344.99'), ('1550732400000', '389.99'), ('1551510000000', '449.99'), ('1552114800000', '415.76'), ('1552370400000', '344.99'), ('1552543200000', '342.99'), ('1552629600000', '340.99'), ('1552975200000', '338.99'), ('1553148000000', '389.99'), ('1554962400000', '449.99'), ('1556258400000', '4564.98'), ('1556344800000', '449.99'), ('1556431200000', '4088.99'), ('1556517600000', '4092.99'), ('1556604000000', '4205'), ('1556690400000', '4092.98'), ('1556776800000', '4204.99'), ('1556863200000', '4092.97'), ('1556949600000', '4092.95'), ('1557208800000', '4092.93'), ('1557295200000', '4092.88'), ('1557381600000', '4092.81'), ('1557468000000', '4092.75'), ('1557554400000', '4099'), ('1557986400000', '4079.99'), ('1558504800000', '4069.99'), ('1558936800000', '389.95'), ('1560146400000', '4011.01'), ('1560232800000', '389.95'), ('1560492000000', '3999.99'), ('1560578400000', '389.95'), ('1560751200000', '389.99'), ('1560837600000', '389.95'), ('1561442400000', '354.99'), ('1561874400000', '348.89'), ('1562392800000', '348.93'), ('1563688800000', '3873'), ('1563775200000', '348.93'), ('1563861600000', '3877'), ('1563948000000', '3879.99'), ('1564466400000', '3929.99'), ('1564639200000', '348.89'), ('1565503200000', '338.89'), ('1566367200000', '3719.97'), ('1566453600000', '3695'), ('1566540000000', '3689.93'), ('1566626400000', '3688.93'), ('1566885600000', '3669.95'), ('1566972000000', '3659.96'), ('1567058400000', '339'), ('1568181600000', '3849'), ('1568613600000', '3829'), ('1569218400000', '338.93'), ('1569736800000', '3546'), ('1569909600000', '3528.44'), ('1570255200000', '3500.21'), ('1570860000000', '3472.21'), ('1571205600000', '3439'), ('1572415200000', '3539'), ('1572501600000', '3538'), ('1572588000000', '3537'), ('1572937200000', '3537.99'), ('1573542000000', '3538'), ('1573714800000', '3537.99'), ('1574406000000', '3538.94'), ('1574838000000', '3899.99'), ('1575702000000', '3538'), ('1575961200000', '3195'), ('1576047600000', '3538'), ('1576566000000', '3532.1'), ('1576652400000', '3537.99'), ('1576738800000', '301.99'), ('1576911600000', '3529.99'), ('1576998000000', '301.99'), ('1577170800000', '299.99'), ('1578207600000', '4699.99'), ('1578380400000', '4793.99'), ('1578466800000', '297.99'), ('1579158000000', '319.99'), ('1579762800000', '299.99'), ('1579935600000', '3899.99'), ('1580194800000', '297.99'), ('1580281200000', '295.99'), ('1580454000000', '293.99'), ('1580799600000', '291.99'), ('1580886000000', '289.99'), ('1581404400000', '287.99'), ('1581490800000', '285.99'), ('1581577200000', '282.99'), ('1582009200000', '262.49'), ('1582095600000', '260.99'), ('1582182000000', '258.99'), ('1583391600000', '4070'), ('1583478000000', '4065'), ('1583650800000', '4064'), ('1583820000000', '258.99'), ('1595743200000', '4099.99'), ('1596002400000', '4099.99'), ('1598594400000', '4349.99'), ('1598767200000', '3784.09'), ('1599199200000', '3782.47'), ('1599285600000', '4349.99'), ('1602136800000', '99.99'), ('1602223200000', '4099.99'), ('1602741600000', '99.99'), ('1602914400000', '4099.99'), ('1603432800000', '99.99'), ('1603519200000', '4099.99'), ('1603605600000', '99.99'), ('1603778400000', '4099.99'), ('1603951200000', '3849.99'), ('1604210400000', '99.99'), ('1604818800000', '4099.99'), ('1604905200000', '99.99'), ('1605337200000', '4099.99'), ('1605423600000', '4099.99'), ('1606978800000', '99.99'), ('1607065200000', '4349.99'), ('1607238000000', '4099.99'), ('1608274800000', '4391.99'), ('1608361200000', '99.99'), ('1608447600000', '4099.99'), ('1608793200000', '4379.99'), ('1610434800000', '4049.99'), ('1610607600000', '4099.99'), ('1610694000000', '4358.99'), ('1611817200000', '99.99'), ('1612076400000', '4049.99'), ('1612335600000', '3771.05'), ('1612594800000', '99.99'), ('1612854000000', '4358.99'), ('1613545200000', '4317.99'), ('1613631600000', '99.99'), ('1613718000000', '4099.99'), ('1614063600000', '4090.25'), ('1614150000000', '99.99'), ('1614322800000', '4090.69'), ('1614582000000', '4090.73'), ('1614927600000', '99.99'), ('1615014000000', '4099.99'), ('1615186800000', '4000.56'), ('1615273200000', '3940.56'), ('1615359600000', '4699.99'), ('1615618800000', '3799.29'), ('1615705200000', '3779.29'), ('1615788000000', '3776.93'), ('1615960800000', '3721.01'), ('1616047200000', '99.99'), ('1616133600000', '3721.89'), ('1616306400000', '3721.92'), ('1616824800000', '4699.99'), ('1617170400000', '4479.99'), ('1618207200000', '3773.31'), ('1618639200000', '3785.69'), ('1618898400000', '3889.29'), ('1619071200000', '3880'), ('1619503200000', '3870'), ('1619589600000', '3869.99'), ('1619762400000', '3879.29'), ('1619848800000', '3907.28'), ('1620108000000', '4199.99'), ('1620194400000', '3910.29'), ('1620367200000', '3980.99'), ('1620453600000', '3960.99'), ('1620712800000', '3950.99'), ('1620799200000', '3920.29'), ('1620885600000', '3910.29'), ('1620972000000', '387'), ('1621058400000', '509'), ('1621144800000', '3910.79'), ('1621231200000', '3910.29'), ('1621490400000', '464'), ('1621576800000', '3910.78'), ('1621663200000', '3920.29'), ('1621922400000', '449'), ('1622268000000', '3919.29'), ('1622527200000', '4529.99'), ('1622872800000', '3910.29'), ('1623218400000', '3900.29'), ('1623477600000', '3910.29'), ('1623650400000', '3903.36'), ('1623736800000', '3904.76'), ('1623909600000', '3910.29'), ('1624082400000', '3901.17'), ('1624600800000', '4199.99'), ('1625378400000', '4212.6'), ('1625464800000', '4221'), ('1625551200000', '4236.94'), ('1625637600000', '4051.29'), ('1625896800000', '4051.27'), ('1626328800000', '4529.99'), ('1626588000000', '4539.99'), ('1626933600000', '3911.29'), ('1627970400000', '3942.23'), ('1628229600000', '3939.2'), ('1628488800000', '3929.24'), ('1628834400000', '3929.32'), ('1629612000000', '3928.15'), ('1630044000000', '3931.18'), ('1630130400000', '3928.15'), ('1631080800000', '3936.82'), ('1631426400000', '4539.99'), ('1631858400000', '3946.5'), ('1632463200000', '4539.99'), ('1633068000000', '4559.99'), ('1633672800000', '4589.99'), ('1634277600000', '4559.99'), ('1635487200000', '3911.39'), ('1635746400000', '3911.38'), ('1635832800000', '3911.39'), ('1635919200000', '3871.39'), ('1636005600000', '3911.39'), ('1636178400000', '3911.38'), ('1636700400000', '4149.99'), ('1636786800000', '4199.99'), ('1639810800000', '399'), ('1639897200000', '299.99'), ('1641106800000', '3971.3'), ('1641193200000', '3972.2'), ('1641279600000', '3981.28'), ('1641884400000', '4199.99'), ('1641970800000', '4126.47'), ('1642143600000', '4109.82'), ('1642489200000', '4109.81'), ('1642748400000', '3981.28'), ('1647237600000', '4499.99'), ('1647583200000', '4075.08'), ('1648188000000', '4499.99'), ('1648620000000', '270'), ('1648792800000', '4092.44'), ('1648879200000', '4499.99'), ('1649570400000', '4110.29'), ('1649743200000', '4092.38')]",1299567600000
